,id,title,description,published,length,view_count,like_count,comment_count,reactions,day_of_week,hour,month,year,Channel
6,5HT4e_Z1LPY,Đi sang tận Malaysia để dự sinh nhật bạn 🎂 My Malaysia Vlog in 48 hours | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Nếu đã xem vlog ở Seoul của Chloe vừa rồi thì mọi người cũng biết Ms.Kuan rồi ha, và đây cũng là nhân vật chính rủ rê Chloe sang Malaysia lần này! 👯‍♀️🎂

Mặc dù cuối năm là khoảng thời gian bận nhất của Chloe, nhưng tính Chloe ham vui vừa muốn dự sinh nhật của bạn mình ở Malaysia nhưng vừa có quá nhiều việc phải làm 🥲. Mặc dù thời gian ít ỏi nhưng Chloe được gặp lại những người bạn lâu năm và thử rất nhiều món ăn đặc trưng ở đây nên chuyến đi lần này cũng khá thành công rùi. Viết đến đây Chloe lại thèm một ly Kopi Cham quá huhu 🥺.

💆🏻‍♀️ Trong video Chloe có dùng máy Foreo UFO 2, thông tin của bạn này ở đây nhé (và đang có sale 11/11 đó cả nhà ơiii): https://foreo.se/1o3e.

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (https://instagram.com/bychloenguyen)
TikTok: bychloenguyen (https://www.tiktok.com/@bychloenguyen)
Facebook: Beauty by Chloe Nguyen (https://facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-11-10 14:42:26+00:00,23.08,115755,1392,35,1427,Thursday,14,11,2022,ChloeNguyen
7,dmmcTf_df1I,Chloe được về quê rùiii 😍 our Seoul reunion trip @mskuan5359 🇰🇷,"Nhân dịp cuối cùng cũng đã lên được vlog đi Seoul số 1 sau khi đã đi Seoul lần 2 về 🙊, Chloe dẫn cả team đi ăn thịt nướng Hàn Quốc cho đúng theme! Và vì vậy nên mình chưa kịp viết xong cái description này mong cả nhà thông cảm đợi Chloe đi ăn về mình viết lại nhé… 🥹🤣

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (https://instagram.com/bychloenguyen)
TikTok: bychloenguyen (https://www.tiktok.com/@bychloenguyen)
Facebook: Beauty by Chloe Nguyen (https://facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-10-29 14:34:42+00:00,32.73,103018,1941,55,1996,Saturday,14,10,2022,ChloeNguyen
8,CD5xn8CmU5k,PARIS VLOG 2022 🇫🇷 Kỳ này Chloe mua hơi nhiều đồ rồi 🙊 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Bonjour Paris! It's good to see you again! 🇫🇷

Sau 3 năm thì Chloe đã có dịp trở lại Paris rồi, và lúc nào cũng thấy thành phố này đẹp quá đi mấttt 🥺. Chiếc vlog này sẽ hơi khác so với những chiếc vlog Paris bình thường một chút, không có tháp Eiffel, không có Louvre nhưng có rất nhiều hoạt động shopping ở các địa điểm iu thích của Chloe (vì Chloe ở Paris ngay mùa sale đó 😝). Bên cạnh đó còn có một cuộc reunion đặc biệt, lần đầu đặt chân đến Disneyland Paris và có rất nhiều quán ăn ngon muốn giới thiệu cho cả nhà. Mời mọi người cùng enjoy chiếc vlog này nhaaa! ✈️ 

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ PRODUCTS MENTIONED ♡

Skincare Chloe dùng 💓
Kem dưỡng Vitamin Tree Water-gel I'm From 75g: https://bit.ly/3cuMymR
Tinh chất Vitamin Fruit Serum I'm From 30ml: https://bit.ly/3cgo0h4
Kem chống nắng La Roche-Posay Anthelios Oil Correct: https://s.lazada.vn/l.8vek
Nước tẩy trang L'Oreal Paris Micellar Water (xanh dương): https://s.lazada.vn/l.8yEh

Nếu bạn nào muốn tìm hiểu thêm về Invisalign, mọi người có thể truy cập website nhakhoaparkway.com nhé 💕

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (https://instagram.com/bychloenguyen)
TikTok: bychloenguyen (https://www.tiktok.com/@bychloenguyen)
Facebook: Beauty by Chloe Nguyen (https://facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-08-20 10:01:26+00:00,30.43,172509,2916,75,2991,Saturday,10,8,2022,ChloeNguyen
9,HD60QnkvpVQ,"Nắng, gió và rượu vang 🍷 South of France Vlog Vol. 1: Provence | Chloe Nguyen","♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Địa điểm đầu tiên của chuyến đi Châu Âu kéo dài 1 tháng của Chloe chính là miền Nam nước Pháp! 🇫🇷

Khi nhắc đến Pháp hầu hết mọi người sẽ nghĩ ngay đến Paris đúng không, vậy nên lần này Chloe sẽ dẫn mọi người đi chơi ở những thành phố khác để xem hết những vẻ đẹp của Pháp, và chúng mình sẽ bắt đầu từ Provence nha 😉. Mặc dù bây giờ đang là mùa hè nên thời tiết khá nắng nóng, nhưng trộm vía là không có mưa nên Chloe đã đi được rất nhiều nơi hay ho. Từ những cánh đồng hoa lavender - địa điểm check in must have ở đây, cho đến những hoạt động như đi thử rượu vang và đi chợ cuối tuần như người bản địa. Mong là mọi người sẽ enjoy chiếc vlog này và hãy đón xem những vlog tiếp theo trong hành trình của Chloe nhé. ✈️

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

Super 8 film footage credits: Trisha Do & Ly Ngo

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (https://instagram.com/bychloenguyen)
TikTok: bychloenguyen (https://www.tiktok.com/@bychloenguyen)
Facebook: Beauty by Chloe Nguyen (https://facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-08-09 15:04:45+00:00,23.3,155482,4121,122,4243,Tuesday,15,8,2022,ChloeNguyen
10,Xd0VgDgMKg4,USA VLOG 2022 🇺🇸 Đi dự đám cưới ở Mỹ và trở lại New York sau 5 năm | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Một chiếc vlog du lịch chứa đầy những giây phút xúc động 😭. Hi America I’m backkk!

Vì có lời mời dự đám cưới người bạn thân hồi cấp 2 mà Chloe đã có chuyến bay quốc tế đầu tiên đến nước Mỹ xa xôi 😝. Đã hơn 2 năm chưa đi nước ngoài và gần 5 năm từ lần cuối Chloe đi Mỹ, chuyến đi này tuy chỉ vỏn vẹn trong 1 tuần nhưng đã có rất nhiều kỉ niệm vui và đáng iuuu. Chẳng hạn như việc được dự một đám cưới với 2 nền văn hoá khác nhau hay cảm giác sinh hoạt như một New Yorker khi ở ké nhà Trish 😆. Thôi Chloe không spoil nữa, mời mọi người xem vlog với Chloe nhaaa!

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ PRODUCTS MENTIONED ♡
Skincare Chloe dùng 💓
- Toner gạo dưỡng sáng da 9 Wishes: https://bit.ly/3nsxpVh
- Kem dưỡng ẩm dịu da SKIN1004: https://s.lazada.vn/l.RVNm
- Kem chống nắng vật lý SKIN1004: https://s.lazada.vn/l.Rh70

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (https://instagram.com/bychloenguyen)
TikTok: bychloenguyen (https://www.tiktok.com/@bychloenguyen)
Facebook: Beauty by Chloe Nguyen (https://facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-07-15 14:56:14+00:00,26.97,168283,3690,61,3751,Friday,14,7,2022,ChloeNguyen
11,3g0LmOBaVDQ,Chuyến bay quốc tế đầu tiên sau 2 năm! Cùng Chloe bay qua Mỹ nhé ✈️  | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Cuối cùng Chloe đã được xuất ngoại rồi mọi người ơiii 😭 finally I’m so happy!!!

Chờ đợi ngày này đã hơn 2 năm, cảm giác bay một chuyến dài thiệt dài đã lắm 🥹. Chuyến đi đầu tiên này Chloe đi Mỹ, với mục đích chính là dự đám cưới của bạn thân hồi cấp 2 của mình 💓. Chloe sẽ bay từ Sài Gòn sang Dallas, Texas 🇺🇸 và mình bay với hãng Japan Airlines cho chuyến này. Chloe chưa bao giờ quay vlog những hoạt động của mình trên máy bay hết, nên hy vọng đây sẽ là một vlog lạ hơn và thú vị hơn bình thường 🙆🏻‍♀️. Mời mọi người cùng xem Chloe ăn, ngủ, nghỉ trên 2 chuyến bay gần 20 tiếng nha! 😝


♡ PRODUCTS MENTIONED ♡

Skincare Chloe dùng 💓
Nước tẩy trang Yves Rocher dòng mới, chai Chloe dùng đã hết sản xuất mất rùi: https://s.lazada.vn/l.igs8
Gel rửa mặt nhẹ nhàng của Lagom: https://s.lazada.vn/l.iUdT
Tinh chất Dear Klairs Midnight Blue phục hồi da: https://bit.ly/3nSL2OK
Kem dưỡng Dear Klairs Midnight Blue làm dịu da: https://bit.ly/2ZthKwl

Outfit sân bay 💓
Trang phục: Maje collection Sailor Moon 🌙 
Sneakers: Louis Vuitton Archlight
Tai nghe Sony chống ồn 🎧: https://s.lazada.vn/l.iUdd

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-06-28 14:00:02+00:00,12.17,126077,2916,57,2973,Tuesday,14,6,2022,ChloeNguyen
12,O7V9eNAG1ME,Có gì trong túi của Chloe và An Phương? 👜 What’s in our bags + review túi Chanel 22 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Đã lâu lắm rùii chị em mình mới ngồi chung khung hình nên đây chắc chắn là 1 video rất thú vị nhaaa! 👯‍♀️

Chuyện là, Chloe và chị An Phương gần đây đã mua 2 chiếc túi giống nhau mà cũng vẫn hơi khác nhau một chút 😂, đấy là chiếc túi Chanel 22. Cả 2 chị em đều dùng túi mới rất thường xuyên luôn, nên Chloe đã rủ chị Phương cùng quay video này, vừa là để khám phá tụi mình sẽ đựng gì trong chiếc túi dáng tote bag mới nhất của năm đến từ CHANEL, vừa  review cho mọi người cảm nhận của cả 2 sau một thời gian dùng túi luôn. 😎

Chloe nghĩ đây là một video vừa có nhiều thông tin mà cũng rất thú vị nữa 🌝. Nếu mọi người đang để ý đến chiếc túi Chanel 22 thì có thể tham khảo thêm một vài thông tin từ cảm nhận của Chloe và chị Phương nha. 😉

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-06-18 15:30:05+00:00,16.67,189164,3703,78,3781,Saturday,15,6,2022,ChloeNguyen
13,au7GQKfI18U,Một ngày thử ăn hơn 20 loại mì gói 🍜 a fun ramen challenge | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Một video vui vẻ cho những ai cũng thích mì gói giống Chloe 🍜

Ngày 1/6 Chloe quyết định tặng mọi người một bất ngờ nhỏ 😂. Ai theo dõi Chloe lâu chắc cũng biết Chloe là một tín đồ của mì gói và mình có ""tham vọng"" là được thử nhiều loại mì gói nhất có thể. Và Chloe quyết định thực hiện thử thách đó trong video lần này 🌝. Nếu mọi người cũng thích mì gói giống Chloe thì Chloe nghĩ đây sẽ là 1 video khá thú vị á! 😆

Để video này vui hơn một chút thì thật ra team Chloe đã nghĩ ra hẳn 1 format gồm nhiều thử thách và Chloe hoàn toàn không biết gì đến tận lúc quay. Mọi người xem video xong nhớ comment bên dưới cho Chloe biết bạn biết bao nhiêu loại mì và thích loại nào nhất xem tụi mình có khẩu vị giống nhau không nha! 🙆🏻‍♀️

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-06-01 15:26:25+00:00,13.8,92719,1923,46,1969,Wednesday,15,6,2022,ChloeNguyen
14,wyqnQC4EEDg,Vlog: Những ngày làm việc đầu tiên ở văn phòng mới 🏢 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Mọi người sẽ thấy Chloe phiên bản nhân viên văn phòng trong vlog này! 🤣👩🏻‍💻

Thật sự từ khi có văn phòng mới, Chloe đi làm đúng giờ và cũng có giờ tan làm luôn, một điều mà hầu như trước giờ mình chưa từng trải nghiệm 🌝. Văn phòng mới là dự án to to mà Chloe đã ấp ủ từ khá lâu rồi và mới hoàn thành gần đây. Cảm giác hoàn thiện xong văn phòng, mỗi ngày đến làm việc và tan làm cùng mọi người trong team thật sự rất đặc biệt, theo nghĩa tích cực. 🙆‍♀️

Nếu mọi người muốn biết 1 Influencer đi làm giờ hành chính và ở văn phòng làm việc như một nhân viên công sở sẽ thế nào thì hãy theo chân Chloe đi làm trong vlog này nhé 😉. Chloe đang định ấp ủ làm video office tour khi nào mình đã trang trí xong từng góc nhỏ nhất ở văn phòng, mọi người có ủng hộ không thì comment cho Chloe biết ở bên dưới nhaa! 😊

Đừng quên LIKE và SUBSCRIBE channel của Chloe để năm mới Chloe có thêm động lực quay nhiều video thú vị hơn nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ PRODUCTS MENTIONED ♡

Sữa rửa mặt Dear, Klairs Gentle Black Facial Cleanser: https://bit.ly/3O1hIjZ 
Nước dưỡng tinh chất hoa anh đào Estee Lauder Micro Essence Treatment Lotion Fresh: https://s.lazada.vn/l.6QFP 
Kem lót dưỡng da Bobbi Brown Vitamin Enriched Face Base: https://s.lazada.vn/l.6QFl

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-05-18 15:33:49+00:00,13.18,109322,2116,48,2164,Wednesday,15,5,2022,ChloeNguyen
15,Tk50j7SMeho,Những đôi giày hiệu thoải mái và êm chân nhất của Chloe 👠 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Video review giày hiệu đầu tiên trên channel của Chloe! 👠

1 video mà Chloe cũng được mọi người request rất rất nhiều nhưng giờ mới có thời gian để làm. Cảm ơn mọi người vì đã kiên nhẫn chờ Chloe nhaaaa 🙆‍♀️. Đối với Chloe thì lý do để mua 1 đôi giày có thể sẽ vì độ trendy hay kiểu dáng phù hợp với style của mình, nhưng lý do để gắn bó và đi đôi giày đó thường xuyên chắc chắn phải là nó có mang lại cho mình cảm giác thoải mái và êm chân hay không! Và trong video này, Chloe sẽ review chi tiết 5 đôi giày cao gót trong tủ đồ của mình có đủ tiêu chí đẹp, cao mà vẫn khá êm ái nha. 💯

Thật ra đây cũng là lần đầu Chloe review giày nên không biết có đầy đủ thông tin chưa, mọi người nếu còn câu hỏi gì thì cứ comment bên dưới để Chloe trả lời nhé! Chloe mong là nếu bạn đang đắn đo có nên mua 1 trong những đôi giày trong video hay không, thì video này sẽ giúp mọi người có thêm lý do để đưa ra quyết định. 😉

Đừng quên LIKE và SUBSCRIBE channel của Chloe để năm mới Chloe có thêm động lực quay nhiều video thú vị hơn nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ TIMESTAMP ♡
00:00 Intro
0:53 - BOTTEGA VENTA Lido Sandals
3:10 - DIOR J'Adior
5:25 - MANOLO BLAHNIK Hangisi
7:55 - AMINA MUADDI Begum Pump Satin
10:05 - CHANEL Pearl Mule
12:56 - Verdict

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-05-11 16:09:59+00:00,13.73,131173,2746,68,2814,Wednesday,16,5,2022,ChloeNguyen
16,NCT0xVGuOdM,Hoá thân thành nhân vật trong Euphoria với makeup ESQA 🦋 ft M.U.A Đặng Trí Viễn + GIVEAWAY,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ!

Chào mừng mọi người đến với video Makeup Tutorial đầu tiên của Chloe và M.U.A Đặng Trí Viễn 🥳

Thật ra Chloe đã muốn làm video makeup tutorial kết hợp với các makeup artists từ lâu rồi, nhưng đến nay mới có dịp thực hiện cùng sốp iu Đặng Trí Viễn - một trong những Make Up Artist hàng đầu Việt Nam 🤩. Hai makeup look mà anh em mình chọn đều lấy cảm hứng từ series Euphoria - một bộ phim có nhiều phong cách makeup và gu thời trang ấn tượng. 😎

Trong video này, Chloe đã sử dụng toàn bộ các sản phẩm đến từ ESQA - thương hiệu mỹ phẩm thuần chay của Indonesia 🇮🇩. Qua video này thì Chloe mới nhận ra mỹ phẩm của ESQA không chỉ phù hợp cho makeup hằng ngày mà vẫn có thể áp dụng cho những kiểu trang điểm nổi bật nữa! Bây giờ thì mọi người đã sẵn sàng hoá thân thành Kat và Maddy với Chloe chưaaa? 💃

Nếu thích video này đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người nhiều! ❤️

♡ PRODUCTS MENTIONED ♡
Flawless Liquid Concealer (Vanilla): https://bit.ly/3v1u5VD 
Flawless Setting Powder (Vanilla): https://bit.ly/3v7qhCt 
Brow Stroke Pencil (Ash Brown): https://bit.ly/3rK0Bto 
Freeze Tinted Brow Mascara (Clear): https://bit.ly/3OwTIpd 
Freeze Tinted Brow Mascara (Soft Brown): https://bit.ly/3rKxmGJ 
Goddess Eyeshadow Palette (Pink): https://bit.ly/3OGWWqj 
Highlight (Mykonos): https://bit.ly/3rJ86k6 
Bronzer (Cabo): https://bit.ly/3L2KqyW 
Blush (Malibu): https://bit.ly/3vVebeX 
Blush (Bali): https://bit.ly/3OucygB 
The Goddess Cheek Palette (Aphrodite): https://bit.ly/3k2DQgc 
Matte Lip Liquid (Coral Tease): https://bit.ly/3vEwGUr 
Lip Gross (London): https://bit.ly/3xJYZ6C 
Lip Gross (Jakarta): https://bit.ly/3k0uGAP 

♡ GIVEAWAY ♡

Chloe và ESQA có 3 phần quà Giveaway, mỗi phần quà trị giá 900K bao gồm: ESQA Blush, ESQA Highlighter và ESQA Bronzer để dành tặng 3 bạn may mắn. ❤️

Thể lệ: 
Mọi người chỉ cần follow IG @esqavn và @bychloenguyen sau đó quay lại video này comment tên tài khoản IG của bạn + 1 con số ngẫu nhiên từ 1 ~ 999 là xonggg. Kết quả giveaway Chloe sẽ thông báo ngay dưới comment của video này vào ngày 29/4 nhé! 😉

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty By Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-04-22 14:30:50+00:00,14.22,111862,1129,52,1181,Friday,14,4,2022,ChloeNguyen
17,Nt8Jl7V0VtA,"Routine đi biển từ A-Z: skincare, makeup và phối đồ mùa hè - mini Phú Quốc vlog 🏖 | Chloe Nguyen","♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Mọi người cùng check-in Phú Quốc với Chloe và anh Zim nhaaa! 💃

Không thể tin được một người yêu biển như Chloe mà vì bận quá nên hơn 1 năm rồi mình mới quay lại Phú Quốc 🥺. Một chuyến đi khá ngẫu hứng với mục đích cho đầu óc được nghỉ ngơi và nạp năng lượng, nên Chloe không hề ra khỏi resort luôn. Thế nên đây sẽ không phải một vlog đi đây đó ở Phú Quốc và ăn những món đặc sản như mọi vlog khác. 

Nhưng bù lại, Chloe sẽ chia sẻ với mọi người những bước skincare, makeup và chọn trang phục đi biển của mình, hy vọng sẽ có những tips mà mọi người có thể áp dụng được luôn trong những chuyến đi sắp tới của mình 😉. Nhớ xem đến hết vlog để biết những tips Chloe chia sẻ từ A-Z nha! 🥰 

Nếu thích video thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️ 

♡ PRODUCTS MENTIONED ♡

SKINCARE
Toner hoa cúc dưỡng ẩm Nacific Real Floral Toner Calendula: https://s.lazada.vn/l.5gdC
Tinh chất giảm mụn Effaclar Serum La Roche-Posay: https://s.lazada.vn/l.5gdA
Kem dưỡng giảm mụn, ngừa vết thâm La Roche-Posay Effaclar Duo+: https://s.lazada.vn/l.5fqU
Kem dưỡng tinh chất ngải cứu Selenus Artemisia Calming Us Cream: https://shope.ee/4AKQ0TNaSG
Kem chống nắng dạng sữa Anessa Perfect UV Skincare Milk SPF 50+: https://s.lazada.vn/l.5gWZ

MAKEUP
Kem che khuyết điểm Make Up For Ever Ultra HD Concealer: https://shope.ee/9efGD0Hsie
Phấn nén Make Up For Ever Matte Velvet Skin Compact: https://shope.ee/7Uald7f1ve
Phấn má hồng Nars Orgasm On The Beach Cheek Palette: https://s.lazada.vn/l.5fqi
Son Merzy Noir Lipstick: https://s.lazada.vn/l.5VEM
Son tint Merzy Aurora Dewy Tint: https://s.lazada.vn/l.5VEo


♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-04-10 16:29:00+00:00,22.12,192009,2936,63,2999,Sunday,16,4,2022,ChloeNguyen
18,sdLbuHpHjjM,"Vlog Tháng 3: Trở lại cuộc sống sau cách ly, được bận rộn thật là vui 🥺 | Chloe Nguyen","♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ!

Những ngày đầu đi làm lại sau cách ly của Chloe có gì đặc biệt? 😗

Bình thường thì lịch trình của Chloe cũng khá bận rộn nhưng với tuần đầu quay lại làm việc này thì Chloe thấy rất khác. Dù lượng công việc dồn hai tuần cộng thêm sức khỏe mới hồi phục vẫn chưa ổn định lắm nhưng cảm giác được đi làm trở lại nó zuiii làm sao 💪. Video này không chỉ có hậu trường những buổi shooting hay buổi event đầu tiên ngày trở lại, mà có cả những tips về chăm sóc da hậu cách ly của Chloe và một số hoạt động thư giãn nhẹ sau giờ làm việc. 🥰

Nếu thích video này đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người nhiều! ❤️

♡ PRODUCTS MENTIONED ♡

Bảng phấn mắt LEMONADE SuperTiger Eyeshadow Mini Palette: https://s.lazada.vn/l.UjKG
Nước hoa hồng NATURE REPUBLIC Green Derma Mild Cica Big Toner: https://bit.ly/NR-Green-Derma-Toner
Tinh chất NATURE REPUBLIC Green Derma Mild  Cica Serum: https://bit.ly/NR-Green-Derma-Serum
Kem chống nắng SKIN1004 Madagascar Centella Air-fit Suncream Plus: https://bit.ly/3weOvLK 
Kem nền NARS Light Reflecting Foundation: https://s.lazada.vn/l.UPHE
Phấn má hồng BOBBI BROWN Pot Rouge: https://s.lazada.vn/l.UjKu
Son ROMAND Dewyful Water Tint: https://s.lazada.vn/l.UR0F 

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty By Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-03-21 15:30:49+00:00,20.92,132868,1833,58,1891,Monday,15,3,2022,ChloeNguyen
19,f0abvGlCYLY,My Lady Dior collection - Tất tần tật thông tin về túi Lady Dior  🎀 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

 Xin giới thiệu một trong những video được các bạn request nhiều nhấttt! 🎉💃

Gửi gắm trong chiếc video này là tất cả tình cảm của Chloe và tâm huyết của team đối với dòng túi mà Chloe yêu thích nhất và có nhiều nhất trong bộ sưu tập túi của mình. Hy vọng rằng video này không chỉ hữu ích với những tín đồ của chiếc túi Lady Dior nói riêng mà cũng sẽ giúp những bạn mới bắt đầu tìm hiểu về túi hiệu, muốn đầu tư cho một chiếc túi classic có thêm thông tin qua những trải nghiệm của cá nhân Chloe nha.

11 chiếc túi với đầy đủ 5 size từ Micro đến Large, những chất liệu da khác nhau cùng những câu chuyện ""Vì sao mua chiếc túi này?"" đang đợi bạn khám phá trong video đó.🥰

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe để Chloe có thêm động lực review túi hiệu nhé. Cảm ơn mọi người rất nhiều! ❤️

♡ TIMESTAMPS ♡
0:00 - Intro
1:13 - My very first Lady Dior
5:32 - Classic Lady Dior (Large, Small, Mini)
10:05 - Special Mini Lady Dior
12:49 - Special Medium Lady Dior
17:18 - Lady Dior for picnic (Wicker bag)
19:13 - Micro Lady Dior
21:34 - Verdict

Thông tin về size và giá túi, Chloe đều có nhắc đến và note lại trong video rồi ❤️
Outfit: MAVEN

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-03-05 14:00:25+00:00,23.25,148883,3369,87,3456,Saturday,14,3,2022,ChloeNguyen
20,FM_yiRVk_mQ,Mix and match trang phục cùng 6 màu lens của Moody lenses 🌙 | Chloe Nguyen,"♡ WATCH IN HD! MỞ RA ĐỌC THÊM NHÉ! ♡ 

Một video thử thách vào đầu năm mới! 💃

Trong video này Chloe sẽ thực hiện một thử thách khá thú vị, đấy là chọn outfit và phong cách makeup cho từng ngày trong tuần theo tâm trạng 🌝. Tất nhiên là để mỗi look trông hoàn thiện thì không thể thiếu được kính áp tròng match với trang phục và từng layout makeup. Chloe sẽ review luôn lens từ Moody - một thương hiệu kính áp tròng rất được yêu thích ở châu Á và Chloe cũng rất thích chất lượng các sản phẩm từ hãng 🙆‍♀️. Bạn nào hay đeo kính áp tròng có màu thì nên xem video này để biết thêm một sự lựa chọn rất ổn áp nha! 😉

Có lẽ mọi người sẽ thấy một vài Chloe hơi khác so với ngày thường á nên nhớ xem kỹ video và comment cho Chloe biết bạn thích Chloe của ngày nào nhất nhaaaa! 😉

Nếu thích video này thì đừng quên LIKE và SUBSCRIBE channel của Chloe nhé. Cảm ơn mọi người rất nhiều! ❤️ 

#chloenguyen #mixandmatch #moodylenses #moodyfam

♡ PRODUCTS MENTIONED ♡

moodylenses store: https://shopee.vn/moody.vn
Peachy Arcadia: https://bit.ly/35kGxp6
Fairy: https://bit.ly/36BOKWG
Twinkle Forest: https://bit.ly/3JMLwhe
Meteor Funk: https://bit.ly/3Itk084
Glitz Magnetic: https://bit.ly/3Imkpt5
3am: https://bit.ly/3vb6Xof

♡ CONNECT WITH ME ♡
Instagram: bychloenguyen (www.instagram.com/bychloenguyen)
Facebook: Beauty by Chloe Nguyen (www.facebook.com/bychloenguyen)
Email: hello@bychloenguyen.com",2022-02-25 14:00:05+00:00,5.93,125124,696,47,743,Friday,14,2,2022,ChloeNguyen
